user_id,show_watched,duration_watched(minutes),date_watched (TIMESTAMP),gender,age,subscription_type,device_used,rating_given,location,watching_method,Month Name
2387,Stranger Things,89.42,01/01/2023 17:33,Female,65.0,Standard,TV,4.0,UK,Watched weekly,Jan
3679,House of Cards,40.16,01/01/2023 17:34,Male,25.0,Premium,TV,3.0,France,Binge-watched,Jan
3106,House of Cards,7.74,01/01/2023 17:35,Female,16.0,Premium,Desktop,5.0,Canada,Watched weekly,Jan
9173,Ozark,24.16,01/01/2023 17:36,Female,29.0,Standard,TV,4.0,Germany,Watched weekly,Jan
5223,Money Heist,53.62,01/01/2023 17:37,Male,40.0,Basic,Desktop,2.0,France,Started but didn't finish,Jan
5831,House of Cards,114.74,01/01/2023 17:38,Female,34.0,Standard,Tablet,3.0,US,Watched weekly,Jan
3768,The Crown,86.74,01/01/2023 17:39,Male,10.0,Standard,Tablet,3.0,UK,Binge-watched,Jan
4186,Black Mirror,99.39,01/01/2023 17:40,Male,,Standard,Mobile,,France,Watched weekly,Jan
3573,House of Cards,33.28,01/01/2023 17:41,Female,36.0,Standard,Desktop,2.0,UK,Binge-watched,Jan
3599,BoJack Horseman,82.06,01/01/2023 17:42,,33.0,Premium,TV,2.0,France,Watched daily,Jan
5033,BoJack Horseman,103.49,01/01/2023 17:43,Female,71.0,Standard,TV,5.0,UK,Binge-watched,Jan
9428,Ozark,57.53,01/01/2023 17:44,Male,61.0,Premium,Desktop,3.0,Canada,Started but didn't finish,Jan
2304,BoJack Horseman,51.59,01/01/2023 17:45,Female,60.0,Basic,Mobile,3.0,US,Watched weekly,Jan
8368,The Umbrella Academy,86.33,01/01/2023 17:46,Male,75.0,Standard,Desktop,5.0,France,Watched weekly,Jan
6877,The Umbrella Academy,,01/01/2023 17:47,Male,66.0,Basic,TV,2.0,UK,Watched daily,Jan
2301,Black Mirror,119.18,01/01/2023 17:48,Female,64.0,Standard,Desktop,4.0,France,Watched daily,Jan
3541,Money Heist,51.01,01/01/2023 17:49,Male,62.0,Standard,,4.0,US,Binge-watched,Jan
3051,The Umbrella Academy,21.11,01/01/2023 17:50,Female,28.0,Premium,,3.0,France,Binge-watched,Jan
7809,The Crown,56.63,01/01/2023 17:51,Female,22.0,Basic,Desktop,3.0,Germany,Binge-watched,Jan
9633,The Umbrella Academy,28.22,01/01/2023 17:52,Female,,Standard,Tablet,4.0,UK,Started but didn't finish,Jan
9996,Narcos,67.35,01/01/2023 17:53,Female,15.0,Standard,TV,2.0,US,Watched daily,Jan
1074,The Umbrella Academy,15.1,01/01/2023 17:54,Male,10.0,Standard,TV,5.0,Australia,Binge-watched,Jan
7981,The Witcher,114.0,01/01/2023 17:55,Other,33.0,Premium,Mobile,3.0,Canada,Watched daily,Jan
6475,Stranger Things,103.18,01/01/2023 17:56,Male,15.0,Standard,TV,1.0,Germany,Watched daily,Jan
9232,House of Cards,18.67,01/01/2023 17:57,Female,57.0,Standard,,3.0,France,Watched weekly,Jan
8184,The Witcher,20.69,01/01/2023 17:58,Female,29.0,Basic,Tablet,2.0,Australia,Watched daily,Jan
6796,Money Heist,61.49,01/01/2023 17:59,Female,76.0,Standard,TV,3.0,France,Watched daily,Jan
8141,BoJack Horseman,92.75,01/01/2023 18:00,Male,64.0,Standard,Tablet,5.0,Germany,Watched daily,Jan
2622,The Umbrella Academy,26.29,01/01/2023 18:01,Male,27.0,Premium,Mobile,2.0,Canada,Started but didn't finish,Jan
9041,Narcos,7.32,01/01/2023 18:02,Female,30.0,Standard,Desktop,2.0,Canada,Binge-watched,Jan
1341,Black Mirror,,01/01/2023 18:03,Male,73.0,Premium,TV,3.0,France,Watched daily,Jan
3074,The Crown,82.99,01/01/2023 18:04,Female,46.0,Basic,Tablet,3.0,France,Started but didn't finish,Jan
8992,Black Mirror,29.32,01/01/2023 18:05,Male,,Basic,TV,3.0,Canada,Watched daily,Jan
1645,The Umbrella Academy,88.77,01/01/2023 18:06,Male,65.0,Standard,Tablet,4.0,Canada,Watched daily,Jan
5263,The Umbrella Academy,114.08,01/01/2023 18:07,Male,71.0,Basic,Mobile,2.0,Canada,Watched weekly,Jan
9801,Ozark,16.45,01/01/2023 18:08,Male,27.0,Premium,Tablet,2.0,Australia,Binge-watched,Jan
7136,Black Mirror,61.32,01/01/2023 18:09,Female,39.0,Standard,TV,1.0,France,Started but didn't finish,Jan
9646,The Crown,6.82,01/01/2023 18:10,Female,65.0,Basic,Desktop,3.0,UK,Binge-watched,Jan
3969,The Umbrella Academy,24.8,01/01/2023 18:11,Female,51.0,Standard,Tablet,2.0,Germany,Watched daily,Jan
4028,House of Cards,,01/01/2023 18:12,Male,62.0,Premium,Tablet,3.0,Canada,Binge-watched,Jan
8643,The Witcher,48.48,01/01/2023 18:13,Male,59.0,Basic,Desktop,2.0,France,Binge-watched,Jan
3681,The Umbrella Academy,98.5,01/01/2023 18:14,Male,13.0,Standard,TV,5.0,US,Started but didn't finish,Jan
4629,Money Heist,69.26,01/01/2023 18:15,Male,72.0,Standard,Tablet,5.0,France,Watched weekly,Jan
5225,BoJack Horseman,26.71,01/01/2023 18:16,Female,76.0,Standard,Mobile,4.0,UK,Watched weekly,Jan
4067,House of Cards,4.81,01/01/2023 18:17,,65.0,Basic,TV,5.0,UK,Binge-watched,Jan
6941,The Umbrella Academy,66.41,01/01/2023 18:18,Female,58.0,Standard,Tablet,,Australia,Watched weekly,Jan
2386,The Crown,15.94,01/01/2023 18:19,Female,31.0,Standard,Mobile,3.0,Canada,Started but didn't finish,Jan
3866,Black Mirror,41.13,01/01/2023 18:20,Female,21.0,Standard,Mobile,,Germany,Binge-watched,Jan
5788,BoJack Horseman,61.22,01/01/2023 18:21,Female,58.0,Premium,Desktop,5.0,France,Watched daily,Jan
6490,Ozark,,01/01/2023 18:22,Female,22.0,Premium,TV,3.0,Germany,Binge-watched,Jan
5124,BoJack Horseman,9.82,01/01/2023 18:23,Female,42.0,Basic,Mobile,5.0,US,Watched weekly,Jan
9340,The Crown,80.23,01/01/2023 18:24,Female,56.0,Basic,Tablet,5.0,Germany,Watched weekly,Jan
4850,The Umbrella Academy,,01/01/2023 18:25,Female,73.0,Standard,TV,1.0,Germany,Watched weekly,Jan
6415,BoJack Horseman,75.59,01/01/2023 18:26,Female,26.0,Basic,Desktop,5.0,Canada,Watched daily,Jan
8679,Stranger Things,66.18,01/01/2023 18:27,Female,43.0,Standard,Mobile,3.0,US,Started but didn't finish,Jan
7819,BoJack Horseman,97.42,01/01/2023 18:28,Female,77.0,Basic,Mobile,5.0,Australia,Binge-watched,Jan
9378,House of Cards,63.8,01/01/2023 18:29,Female,48.0,Standard,Mobile,2.0,UK,Watched daily,Jan
2333,The Witcher,42.31,01/01/2023 18:30,Male,10.0,Basic,Tablet,2.0,Germany,Binge-watched,Jan
5150,Money Heist,29.13,01/01/2023 18:31,Female,14.0,Basic,TV,,US,Watched weekly,Jan
7766,The Crown,10.23,01/01/2023 18:32,Male,49.0,Premium,Tablet,3.0,US,Watched weekly,Jan
3711,Stranger Things,64.15,01/01/2023 18:33,Female,72.0,Basic,Mobile,4.0,UK,Binge-watched,Jan
5853,Money Heist,106.6,01/01/2023 18:34,Male,10.0,Basic,Desktop,4.0,Canada,Binge-watched,Jan
7212,Narcos,61.77,01/01/2023 18:35,Male,44.0,Standard,Tablet,4.0,US,Started but didn't finish,Jan
8479,The Witcher,88.69,01/01/2023 18:36,Female,26.0,Basic,Desktop,4.0,UK,Binge-watched,Jan
6408,The Witcher,35.81,01/01/2023 18:37,Female,69.0,Premium,Tablet,5.0,France,Binge-watched,Jan
8715,The Crown,53.78,01/01/2023 18:38,Male,10.0,Standard,Desktop,3.0,US,Watched weekly,Jan
9942,House of Cards,38.95,01/01/2023 18:39,Male,13.0,Standard,Desktop,3.0,France,Binge-watched,Jan
2762,The Umbrella Academy,13.11,01/01/2023 18:40,Female,18.0,Premium,Mobile,5.0,France,Binge-watched,Jan
8101,Ozark,50.04,01/01/2023 18:41,Male,54.0,Premium,,3.0,US,Started but didn't finish,Jan
8674,The Crown,91.71,01/01/2023 18:42,Male,41.0,Basic,TV,4.0,UK,Started but didn't finish,Jan
7122,The Crown,47.4,01/01/2023 18:43,Female,78.0,Basic,Mobile,5.0,France,Watched weekly,Jan
1481,House of Cards,78.02,01/01/2023 18:44,Female,23.0,Basic,TV,5.0,Canada,Started but didn't finish,Jan
1153,Narcos,91.03,01/01/2023 18:45,Female,60.0,Basic,Mobile,5.0,Germany,Watched weekly,Jan
8617,The Crown,38.73,01/01/2023 18:46,Female,32.0,Standard,Desktop,4.0,Australia,Watched weekly,Jan
2524,The Witcher,95.7,01/01/2023 18:47,Female,55.0,Basic,TV,4.0,France,Watched weekly,Jan
3120,Money Heist,40.67,01/01/2023 18:48,Female,36.0,Basic,Mobile,3.0,France,Binge-watched,Jan
3343,The Umbrella Academy,30.73,01/01/2023 18:49,Female,45.0,Standard,Tablet,2.0,Germany,Watched daily,Jan
6136,Stranger Things,26.69,01/01/2023 18:50,Male,77.0,Standard,Mobile,1.0,UK,Watched weekly,Jan
6760,Stranger Things,23.99,01/01/2023 18:51,Male,41.0,Premium,Mobile,2.0,Canada,Binge-watched,Jan
2240,Stranger Things,88.45,01/01/2023 18:52,Female,75.0,Basic,Tablet,,Canada,Started but didn't finish,Jan
1060,Black Mirror,,01/01/2023 18:53,Female,,Standard,Mobile,5.0,France,Started but didn't finish,Jan
2639,The Umbrella Academy,27.68,01/01/2023 18:54,Male,59.0,Basic,TV,3.0,US,Watched daily,Jan
7185,The Umbrella Academy,10.23,01/01/2023 18:55,Female,66.0,,Mobile,3.0,US,Started but didn't finish,Jan
8970,Ozark,37.65,01/01/2023 18:56,Female,73.0,Basic,Mobile,1.0,Australia,Binge-watched,Jan
2252,Narcos,78.94,01/01/2023 18:57,Male,55.0,Standard,Tablet,1.0,France,Started but didn't finish,Jan
5203,House of Cards,44.22,01/01/2023 18:58,Female,63.0,Premium,Tablet,4.0,Australia,Watched daily,Jan
9363,The Umbrella Academy,65.9,01/01/2023 18:59,Female,62.0,Basic,Mobile,,US,Watched weekly,Jan
4549,Narcos,89.32,01/01/2023 19:00,Male,38.0,Premium,Tablet,2.0,Canada,Started but didn't finish,Jan
5197,The Witcher,49.02,01/01/2023 19:01,Female,46.0,Basic,Desktop,2.0,Canada,Binge-watched,Jan
8009,Ozark,,01/01/2023 19:02,Male,78.0,Basic,Tablet,5.0,Germany,Watched weekly,Jan
7667,Black Mirror,35.75,01/01/2023 19:03,Female,23.0,Basic,TV,4.0,Canada,Binge-watched,Jan
3322,Stranger Things,117.39,01/01/2023 19:04,Female,36.0,Premium,Mobile,2.0,Australia,Watched daily,Jan
5090,House of Cards,24.36,01/01/2023 19:05,Female,14.0,Basic,Tablet,1.0,UK,Watched weekly,Jan
7960,Stranger Things,,01/01/2023 19:06,Male,53.0,Basic,Mobile,3.0,Canada,Watched weekly,Jan
4004,Money Heist,,01/01/2023 19:07,Male,24.0,Premium,TV,3.0,France,Watched daily,Jan
6136,The Crown,84.28,01/01/2023 19:08,Female,76.0,Standard,Desktop,3.0,Australia,Watched daily,Jan
1329,BoJack Horseman,97.34,01/01/2023 19:09,Male,10.0,Standard,Desktop,,US,Binge-watched,Jan
4640,Black Mirror,41.23,01/01/2023 19:10,Male,33.0,Standard,,2.0,US,Watched daily,Jan
8982,Stranger Things,111.7,01/01/2023 19:11,Male,71.0,Basic,Tablet,3.0,Canada,Started but didn't finish,Jan
5107,Narcos,14.34,01/01/2023 19:12,Female,66.0,Premium,Desktop,2.0,Canada,Started but didn't finish,Jan
2341,House of Cards,3.63,01/01/2023 19:13,Female,29.0,Premium,Mobile,3.0,US,Watched daily,Jan
9407,Ozark,36.07,01/01/2023 19:14,,67.0,Basic,Mobile,4.0,US,Binge-watched,Jan
1338,Black Mirror,95.68,01/01/2023 19:15,Male,23.0,Standard,Desktop,2.0,Canada,Started but didn't finish,Jan
6895,House of Cards,80.76,01/01/2023 19:16,Male,62.0,Premium,Mobile,4.0,UK,Watched weekly,Jan
3708,Narcos,52.35,01/01/2023 19:17,Female,44.0,Basic,Desktop,2.0,UK,Binge-watched,Jan
2750,Black Mirror,30.75,01/01/2023 19:18,Female,71.0,Standard,Desktop,2.0,US,Watched weekly,Jan
6604,Ozark,7.11,01/01/2023 19:19,Male,70.0,Standard,Tablet,1.0,Germany,Watched daily,Jan
3421,The Crown,40.5,01/01/2023 19:20,Male,28.0,Premium,Mobile,4.0,UK,Binge-watched,Jan
8119,Money Heist,55.2,01/01/2023 19:21,Male,51.0,Basic,Desktop,,France,Binge-watched,Jan
9901,Stranger Things,82.44,01/01/2023 19:22,Female,53.0,Premium,Desktop,4.0,Australia,Started but didn't finish,Jan
6319,House of Cards,77.52,01/01/2023 19:23,Male,10.0,Basic,Tablet,5.0,US,Started but didn't finish,Jan
7609,Ozark,113.68,01/01/2023 19:24,Other,,Basic,Desktop,3.0,UK,Started but didn't finish,Jan
6387,BoJack Horseman,12.05,01/01/2023 19:25,Female,55.0,Standard,Tablet,4.0,Canada,Binge-watched,Jan
4993,The Crown,40.36,01/01/2023 19:26,Male,60.0,Basic,Desktop,5.0,Germany,Started but didn't finish,Jan
9680,Stranger Things,57.79,01/01/2023 19:27,Male,41.0,Premium,Mobile,1.0,Australia,Watched daily,Jan
9044,BoJack Horseman,80.48,01/01/2023 19:28,Male,28.0,Standard,Mobile,3.0,Australia,Watched daily,Jan
9238,Ozark,59.45,01/01/2023 19:29,Female,48.0,Standard,Mobile,3.0,Canada,Watched daily,Jan
5873,BoJack Horseman,109.53,01/01/2023 19:30,Female,23.0,Standard,Tablet,1.0,Australia,Watched daily,Jan
5806,The Crown,73.04,01/01/2023 19:31,Male,38.0,Premium,Mobile,2.0,Canada,Binge-watched,Jan
9592,Ozark,4.76,01/01/2023 19:32,Female,51.0,Premium,Tablet,3.0,Germany,Watched weekly,Jan
6913,The Crown,,01/01/2023 19:33,Female,23.0,Standard,TV,3.0,US,Watched weekly,Jan
8124,The Umbrella Academy,90.42,01/01/2023 19:34,Male,20.0,Standard,Tablet,3.0,Australia,Watched weekly,Jan
4157,Ozark,85.89,01/01/2023 19:35,Male,56.0,Standard,TV,4.0,Canada,Binge-watched,Jan
1390,BoJack Horseman,18.42,01/01/2023 19:36,Male,33.0,Premium,Tablet,3.0,Australia,Watched weekly,Jan
5430,The Crown,7.07,01/01/2023 19:37,Male,31.0,Basic,,4.0,US,Watched daily,Jan
9820,BoJack Horseman,69.45,01/01/2023 19:38,Female,58.0,Basic,Tablet,5.0,US,Binge-watched,Jan
8686,The Umbrella Academy,76.29,01/01/2023 19:39,Male,64.0,Standard,Desktop,4.0,US,Watched weekly,Jan
5232,Black Mirror,,01/01/2023 19:40,Male,64.0,Basic,Tablet,2.0,Australia,Binge-watched,Jan
9007,Stranger Things,56.83,01/01/2023 19:41,Female,79.0,Basic,Tablet,5.0,Canada,Watched weekly,Jan
2521,Money Heist,36.7,01/01/2023 19:42,Male,44.0,Standard,TV,2.0,US,Binge-watched,Jan
2500,House of Cards,111.76,01/01/2023 19:43,Male,53.0,Basic,TV,3.0,Canada,Started but didn't finish,Jan
7737,The Witcher,26.3,01/01/2023 19:44,Female,45.0,Basic,Desktop,4.0,US,Watched daily,Jan
4294,Money Heist,87.99,01/01/2023 19:45,Male,24.0,Standard,Desktop,4.0,France,Started but didn't finish,Jan
6085,Stranger Things,62.18,01/01/2023 19:46,Male,54.0,Standard,Mobile,3.0,Canada,Watched weekly,Jan
3419,House of Cards,1.38,01/01/2023 19:47,Male,71.0,Standard,Mobile,3.0,France,Binge-watched,Jan
4042,The Crown,62.04,01/01/2023 19:48,Female,59.0,Standard,TV,2.0,US,Started but didn't finish,Jan
5497,Narcos,,01/01/2023 19:49,Male,22.0,Standard,Desktop,4.0,Canada,Started but didn't finish,Jan
2466,Narcos,79.09,01/01/2023 19:50,Female,40.0,Basic,Mobile,,Australia,Watched daily,Jan
4561,Black Mirror,67.86,01/01/2023 19:51,Female,14.0,Basic,,4.0,Germany,Started but didn't finish,Jan
1614,The Crown,1.25,01/01/2023 19:52,Female,17.0,Premium,TV,3.0,France,Watched daily,Jan
6392,Black Mirror,24.56,01/01/2023 19:53,Female,22.0,Standard,Desktop,3.0,UK,Watched daily,Jan
8693,Black Mirror,93.15,01/01/2023 19:54,Male,50.0,Basic,TV,1.0,UK,Binge-watched,Jan
4223,The Umbrella Academy,33.09,01/01/2023 19:55,Male,26.0,Standard,Mobile,4.0,Germany,Started but didn't finish,Jan
8138,The Witcher,59.91,01/01/2023 19:56,Male,41.0,Basic,Desktop,4.0,Germany,Started but didn't finish,Jan
3667,Money Heist,37.44,01/01/2023 19:57,Male,14.0,Basic,Desktop,,Australia,Binge-watched,Jan
8980,Money Heist,110.58,01/01/2023 19:58,,18.0,Premium,Mobile,3.0,UK,Started but didn't finish,Jan
1130,Money Heist,64.39,01/01/2023 19:59,Female,43.0,Standard,Tablet,5.0,Canada,Watched daily,Jan
3983,The Umbrella Academy,83.54,01/01/2023 20:00,Female,10.0,Standard,Tablet,4.0,US,Binge-watched,Jan
5278,BoJack Horseman,10.02,01/01/2023 20:01,Female,,Basic,TV,2.0,Canada,Started but didn't finish,Jan
8126,Stranger Things,,01/01/2023 20:02,Other,63.0,Basic,Desktop,1.0,UK,Started but didn't finish,Jan
9230,Ozark,31.11,01/01/2023 20:03,Female,41.0,Premium,Mobile,4.0,France,Watched daily,Jan
8694,The Umbrella Academy,37.1,01/01/2023 20:04,Female,59.0,Premium,TV,3.0,France,Watched weekly,Jan
7640,Stranger Things,82.52,01/01/2023 20:05,Male,68.0,Premium,Mobile,,US,Started but didn't finish,Jan
6468,Black Mirror,68.3,01/01/2023 20:06,Male,71.0,Standard,Tablet,1.0,US,Watched daily,Jan
1920,The Umbrella Academy,44.95,01/01/2023 20:07,Male,20.0,Standard,Desktop,3.0,Australia,Binge-watched,Jan
8564,The Umbrella Academy,78.49,01/01/2023 20:08,Male,32.0,Standard,TV,4.0,UK,Started but didn't finish,Jan
9684,Money Heist,19.63,01/01/2023 20:09,Male,35.0,Premium,Tablet,4.0,UK,Started but didn't finish,Jan
9502,Black Mirror,7.62,01/01/2023 20:10,Female,72.0,Basic,Tablet,4.0,US,Binge-watched,Jan
9930,House of Cards,102.54,01/01/2023 20:11,Female,55.0,Premium,Desktop,3.0,France,Watched weekly,Jan
4241,Narcos,67.67,01/01/2023 20:12,Female,78.0,Premium,,1.0,Germany,Binge-watched,Jan
1545,The Crown,77.89,01/01/2023 20:13,Female,15.0,Standard,Desktop,3.0,Germany,Binge-watched,Jan
5346,Stranger Things,36.87,01/01/2023 20:14,Female,60.0,Basic,Desktop,4.0,Germany,Watched daily,Jan
4810,BoJack Horseman,44.63,01/01/2023 20:15,Male,52.0,Premium,TV,4.0,France,Started but didn't finish,Jan
8206,BoJack Horseman,9.88,01/01/2023 20:16,Female,51.0,Premium,Desktop,5.0,Canada,Watched daily,Jan
3032,Money Heist,102.84,01/01/2023 20:17,Male,22.0,Standard,TV,4.0,Canada,Started but didn't finish,Jan
9436,BoJack Horseman,71.09,01/01/2023 20:18,Female,34.0,Basic,Desktop,3.0,France,Binge-watched,Jan
1271,BoJack Horseman,10.04,01/01/2023 20:19,Male,11.0,Standard,TV,4.0,Canada,Watched daily,Jan
4511,Black Mirror,96.54,01/01/2023 20:20,Female,23.0,Standard,TV,,Germany,Watched daily,Jan
2771,Money Heist,53.29,01/01/2023 20:21,Female,26.0,Premium,Desktop,2.0,France,Started but didn't finish,Jan
5361,The Umbrella Academy,91.81,01/01/2023 20:22,Female,49.0,Premium,Mobile,4.0,US,Watched weekly,Jan
8069,The Witcher,1.51,01/01/2023 20:23,Male,48.0,Standard,TV,3.0,France,Binge-watched,Jan
1920,BoJack Horseman,3.45,01/01/2023 20:24,Male,34.0,Premium,TV,2.0,UK,Binge-watched,Jan
9190,The Witcher,20.49,01/01/2023 20:25,Female,57.0,Standard,,3.0,Germany,Started but didn't finish,Jan
4430,Narcos,25.31,01/01/2023 20:26,Male,58.0,Standard,TV,2.0,Australia,Watched weekly,Jan
5435,Black Mirror,91.67,01/01/2023 20:27,Female,42.0,Basic,Tablet,5.0,Germany,Watched daily,Jan
4760,The Witcher,84.8,01/01/2023 20:28,Female,36.0,Premium,Tablet,3.0,UK,Binge-watched,Jan
3050,Narcos,73.93,01/01/2023 20:29,Female,54.0,Standard,Mobile,5.0,Germany,Started but didn't finish,Jan
2165,Ozark,106.18,01/01/2023 20:30,Male,40.0,Basic,Mobile,,Australia,Started but didn't finish,Jan
9567,Stranger Things,29.66,01/01/2023 20:31,Female,72.0,,Desktop,,UK,Watched weekly,Jan
3033,Black Mirror,108.53,01/01/2023 20:32,Male,47.0,Premium,TV,2.0,Australia,Watched weekly,Jan
7467,Narcos,109.14,01/01/2023 20:33,Male,49.0,Basic,Tablet,3.0,UK,Binge-watched,Jan
1145,Narcos,52.11,01/01/2023 20:34,Male,67.0,Standard,Mobile,3.0,Germany,Watched daily,Jan
5388,The Crown,11.33,01/01/2023 20:35,Male,74.0,Premium,Desktop,5.0,France,Watched daily,Jan
8832,Money Heist,,01/01/2023 20:36,Female,20.0,Premium,Mobile,1.0,UK,Binge-watched,Jan
9623,House of Cards,40.43,01/01/2023 20:37,Male,24.0,Premium,Tablet,3.0,US,Watched daily,Jan
9896,Black Mirror,95.39,01/01/2023 20:38,Female,66.0,Standard,Mobile,3.0,UK,Watched weekly,Jan
9173,Money Heist,19.64,01/01/2023 20:39,Female,34.0,Basic,Mobile,,US,Started but didn't finish,Jan
3632,Stranger Things,64.74,01/01/2023 20:40,Female,48.0,Basic,TV,,France,Watched weekly,Jan
5494,The Umbrella Academy,60.97,01/01/2023 20:41,Male,42.0,Standard,Tablet,3.0,UK,Binge-watched,Jan
9056,House of Cards,12.04,01/01/2023 20:42,Female,38.0,Premium,TV,3.0,UK,Binge-watched,Jan
8511,The Umbrella Academy,43.6,01/01/2023 20:43,Female,67.0,Standard,Mobile,3.0,UK,Binge-watched,Jan
2828,The Umbrella Academy,10.17,01/01/2023 20:44,Male,20.0,Basic,Tablet,4.0,US,Started but didn't finish,Jan
5805,BoJack Horseman,55.77,01/01/2023 20:45,Female,22.0,Standard,,2.0,France,Binge-watched,Jan
1806,Black Mirror,101.15,01/01/2023 20:46,Male,78.0,Standard,TV,2.0,Germany,Started but didn't finish,Jan
8486,The Crown,32.42,01/01/2023 20:47,Male,30.0,Standard,TV,4.0,Australia,Watched weekly,Jan
9202,Black Mirror,91.78,01/01/2023 20:48,,12.0,Standard,Desktop,1.0,Australia,Started but didn't finish,Jan
2868,Money Heist,,01/01/2023 20:49,Male,35.0,Basic,Mobile,4.0,Canada,Started but didn't finish,Jan
8878,Money Heist,80.85,01/01/2023 20:50,Female,42.0,Basic,Desktop,2.0,UK,Started but didn't finish,Jan
6690,House of Cards,109.86,01/01/2023 20:51,Male,31.0,Premium,Tablet,4.0,UK,Binge-watched,Jan
8827,Money Heist,38.87,01/01/2023 20:52,Female,71.0,Basic,TV,4.0,UK,Watched daily,Jan
6429,Money Heist,108.05,01/01/2023 20:53,Male,14.0,Basic,Tablet,2.0,Germany,Started but didn't finish,Jan
4564,House of Cards,,01/01/2023 20:54,Male,28.0,Standard,Mobile,4.0,France,Started but didn't finish,Jan
2389,The Witcher,38.02,01/01/2023 20:55,Female,18.0,Premium,,4.0,US,Started but didn't finish,Jan
8274,Stranger Things,107.58,01/01/2023 20:56,Female,67.0,Basic,Tablet,5.0,Germany,Watched daily,Jan
1824,Black Mirror,3.84,01/01/2023 20:57,Female,33.0,Basic,TV,4.0,France,Binge-watched,Jan
3265,House of Cards,3.36,01/01/2023 20:58,Female,48.0,Standard,Tablet,5.0,Canada,Binge-watched,Jan
1936,Stranger Things,71.98,01/01/2023 20:59,Male,70.0,Basic,TV,4.0,Australia,Watched daily,Jan
7402,Narcos,95.61,01/01/2023 21:00,Male,57.0,Premium,Mobile,4.0,France,Binge-watched,Jan
4845,The Witcher,90.19,01/01/2023 21:01,Female,59.0,Standard,Desktop,4.0,France,Binge-watched,Jan
2796,The Witcher,9.54,01/01/2023 21:02,Female,71.0,Premium,Tablet,3.0,US,Watched daily,Jan
9245,BoJack Horseman,114.03,01/01/2023 21:03,Male,62.0,Basic,Mobile,2.0,France,Started but didn't finish,Jan
8214,The Witcher,84.37,01/01/2023 21:04,Female,30.0,Standard,Mobile,3.0,France,Watched daily,Jan
1726,BoJack Horseman,113.89,01/01/2023 21:05,Female,47.0,Premium,Tablet,3.0,Australia,Watched weekly,Jan
3736,The Witcher,39.49,01/01/2023 21:06,Female,68.0,Basic,Tablet,4.0,UK,Watched daily,Jan
2913,The Crown,83.27,01/01/2023 21:07,Male,,Basic,TV,3.0,US,Watched weekly,Jan
8657,House of Cards,103.19,01/01/2023 21:08,Male,26.0,Standard,Mobile,3.0,France,Started but didn't finish,Jan
3466,The Crown,45.66,01/01/2023 21:09,Male,78.0,Standard,Desktop,2.0,France,Started but didn't finish,Jan
8312,The Witcher,115.78,01/01/2023 21:10,Male,53.0,Standard,Mobile,2.0,UK,Started but didn't finish,Jan
9194,Ozark,31.8,01/01/2023 21:11,Female,,Basic,Desktop,3.0,US,Started but didn't finish,Jan
8906,Ozark,37.87,01/01/2023 21:12,Male,32.0,Standard,Tablet,4.0,Canada,Binge-watched,Jan
5876,The Crown,110.44,01/01/2023 21:13,Male,77.0,Standard,TV,5.0,US,Watched weekly,Jan
8287,Black Mirror,116.36,01/01/2023 21:14,Male,35.0,Premium,TV,3.0,Germany,Watched weekly,Jan
1892,Narcos,34.22,01/01/2023 21:15,Male,57.0,Standard,Tablet,4.0,France,Binge-watched,Jan
5675,The Witcher,16.37,01/01/2023 21:16,Male,56.0,Standard,TV,3.0,Australia,Watched daily,Jan
2933,The Crown,91.09,01/01/2023 21:17,Male,55.0,Standard,Tablet,,Germany,Binge-watched,Jan
2380,Money Heist,,01/01/2023 21:18,Male,38.0,Standard,TV,5.0,Germany,Watched weekly,Jan
2290,The Crown,72.09,01/01/2023 21:19,Male,43.0,Basic,Mobile,5.0,Canada,Watched daily,Jan
2640,The Crown,76.14,01/01/2023 21:20,Female,19.0,Basic,TV,3.0,France,Watched daily,Jan
8490,BoJack Horseman,91.55,01/01/2023 21:21,Female,29.0,Premium,Desktop,3.0,US,Watched weekly,Jan
2218,House of Cards,,01/01/2023 21:22,Male,43.0,Standard,Mobile,4.0,Australia,Watched weekly,Jan
6016,House of Cards,,01/01/2023 21:23,Female,,Standard,TV,2.0,UK,Watched weekly,Jan
7881,The Crown,43.72,01/01/2023 21:24,Male,19.0,Standard,Mobile,5.0,France,Binge-watched,Jan
1954,House of Cards,75.39,01/01/2023 21:25,Female,54.0,Premium,Mobile,2.0,Germany,Started but didn't finish,Jan
8291,The Crown,56.23,01/01/2023 21:26,Male,17.0,Standard,Desktop,5.0,Germany,Watched daily,Jan
1974,The Crown,56.18,01/01/2023 21:27,Female,14.0,,Desktop,2.0,France,Watched weekly,Jan
5133,BoJack Horseman,84.33,01/01/2023 21:28,Male,29.0,Basic,,3.0,Canada,Watched daily,Jan
6370,Money Heist,119.36,01/01/2023 21:29,Male,,Basic,,4.0,US,Watched daily,Jan
4972,House of Cards,79.09,01/01/2023 21:30,Male,67.0,Standard,TV,3.0,Australia,Binge-watched,Jan
6295,Black Mirror,95.29,01/01/2023 21:31,Female,29.0,Premium,Desktop,3.0,UK,Watched daily,Jan
9228,Narcos,3.31,01/01/2023 21:32,Male,49.0,Premium,Mobile,5.0,Australia,Binge-watched,Jan
4020,Money Heist,97.25,01/01/2023 21:33,Male,25.0,Basic,Tablet,1.0,Australia,Started but didn't finish,Jan
